,0,1,2,3,4,5,6
266,46936.0,80.0,0,5,0,842,0
267,53.0,38141.0,0,2,0,60,0
268,80.0,46938.0,0,7,0,1519,0
269,46938.0,80.0,0,7,0,818,30
270,80.0,46939.0,0,6,0,1519,0
271,46939.0,80.0,0,6,0,849,0
272,80.0,46940.0,0,8,0,1522,0
273,46940.0,80.0,0,6,0,788,31
274,80.0,46941.0,0,7,0,1531,0
275,80.0,46942.0,0,6,0,1649,0
276,46941.0,80.0,0,7,0,857,72
277,46942.0,80.0,0,6,0,788,0
278,80.0,46943.0,0,7,0,1522,0
279,46943.0,80.0,0,7,0,792,23
280,38141.0,53.0,0,2,0,76,0
281,53.0,35210.0,0,2,0,64,0
282,35210.0,53.0,0,2,0,80,0
283,53.0,58570.0,0,2,0,60,0
284,41371.0,80.0,0,5,0,746,0
285,443.0,58430.0,0,233,0,10348,5663
286,58430.0,443.0,0,135,0,35118,224
287,80.0,46945.0,0,7,0,1520,0
288,46945.0,80.0,0,5,0,856,0
289,80.0,46946.0,0,6,0,1522,0
290,46946.0,80.0,0,6,0,789,0
291,80.0,46947.0,0,6,0,1521,0
292,46947.0,80.0,0,6,0,790,0
293,80.0,46948.0,0,6,0,1521,0
294,46948.0,80.0,0,6,0,860,0
295,80.0,46949.0,0,7,0,1523,0
296,46949.0,80.0,0,7,0,853,2
297,80.0,46950.0,0,7,0,1521,0
298,46950.0,80.0,0,5,0,789,0
299,80.0,46953.0,0,8,0,1519,0
300,46953.0,80.0,0,6,0,788,127
301,58570.0,53.0,0,2,0,76,0
302,80.0,46955.0,0,7,0,1529,0
303,80.0,46956.0,0,7,0,1520,0
304,46955.0,80.0,0,7,0,836,24
305,46956.0,80.0,0,7,0,856,31
306,80.0,46957.0,0,7,0,1521,0
307,46957.0,80.0,0,5,0,816,0
308,53.0,41522.0,0,2,0,58,0
309,41522.0,53.0,0,2,0,74,0
310,53.0,49595.0,0,2,0,78,0
311,53.0,49871.0,0,2,0,80,0
312,57225.0,80.0,0,5,0,385,0
313,80.0,46958.0,0,7,0,1520,0
314,46958.0,80.0,0,7,0,849,48
315,80.0,46959.0,0,7,0,1519,0
316,46959.0,80.0,0,7,0,790,127
317,49595.0,53.0,0,2,0,94,0
318,49871.0,53.0,0,2,0,96,0
319,80.0,46962.0,0,7,0,1520,0
320,46962.0,80.0,0,7,0,789,17
321,80.0,46963.0,0,6,0,1520,0
322,46963.0,80.0,0,6,0,789,0
323,80.0,46965.0,0,12,0,1638,0
324,46965.0,80.0,0,12,0,6922,106
325,80.0,35191.0,0,6,0,442,0
326,35191.0,80.0,0,6,0,2335,0
327,53.0,51240.0,0,2,0,66,0
328,51240.0,53.0,0,2,0,82,0
329,80.0,46964.0,0,18,0,3153,810
330,46964.0,80.0,0,23,0,17669,1588
331,80.0,46966.0,0,10,0,1600,0
332,46966.0,80.0,0,10,0,5031,168
333,53.0,42079.0,0,2,0,76,0
334,42079.0,53.0,0,2,0,92,0
335,80.0,46973.0,0,25,0,3196,902
336,46973.0,80.0,0,25,0,18464,1693
337,443.0,42021.0,0,42,0,9498,11918
338,42021.0,443.0,0,50,0,8076,11134
339,443.0,48874.0,0,13,0,889,7050
340,48874.0,443.0,0,13,0,4039,1680
341,443.0,52580.0,0,13,0,1023,3195
342,52580.0,443.0,0,12,0,3612,2436
343,53.0,54898.0,0,2,0,84,0
344,54898.0,53.0,0,2,0,100,0
345,80.0,45290.0,0,55,0,5737,6880
346,45290.0,80.0,0,72,0,9553,3448
347,42218.0,80.0,0,8,0,1358,12447
348,443.0,40090.0,0,15,0,1016,2061
349,40090.0,443.0,0,13,0,4584,7027
350,80.0,41371.0,0,5,0,444,0
351,45361.0,443.0,0,12,0,4659,1905
352,80.0,58536.0,0,4,0,562,0
353,80.0,57225.0,0,6,0,1900,0
354,443.0,42897.0,0,13,0,1095,11755
355,42897.0,443.0,0,13,0,4217,1829
356,80.0,47798.0,0,7,0,598,0
357,47798.0,80.0,0,6,0,456,0
358,80.0,45310.0,0,7,0,1340,0
359,45310.0,80.0,0,7,0,1053,20
360,80.0,42813.0,0,8,0,1502,1300
361,42813.0,80.0,0,7,0,500,1274
362,46972.0,80.0,0,20,0,14376,896
363,80.0,42815.0,0,6,0,751,0
364,42815.0,80.0,0,5,0,250,0
365,80.0,42816.0,0,6,0,751,0
366,42816.0,80.0,0,5,0,250,0
367,80.0,42817.0,0,6,0,751,0
368,42817.0,80.0,0,5,0,250,0
369,80.0,42218.0,0,9,0,3497,12829
370,80.0,42819.0,0,6,0,751,0
371,42819.0,80.0,0,5,0,250,0
372,80.0,35438.0,0,5,0,1070,0
373,35438.0,80.0,0,5,0,146,0
374,80.0,58453.0,0,7,0,446,0
375,58453.0,80.0,0,7,0,788,5
376,443.0,45361.0,0,14,0,822,1811
377,80.0,58443.0,0,11,0,1338,3840
378,58443.0,80.0,0,11,0,2364,3689
379,443.0,51723.0,0,15,0,1063,18040
380,51723.0,443.0,0,14,0,4850,1858
381,443.0,56700.0,0,2,0,41,0
382,56700.0,443.0,0,2,0,41,0
383,80.0,46970.0,0,56,0,4830,2278
384,46970.0,80.0,0,81,0,15707,1055
385,80.0,46972.0,0,22,0,3221,900
386,80.0,46974.0,0,18,0,3193,768
387,46974.0,80.0,0,17,0,9472,1075
388,80.0,46975.0,0,14,0,1620,0
389,46975.0,80.0,0,13,0,7943,35
390,80.0,36454.0,0,9,0,464,0
391,36454.0,80.0,0,7,0,2071,7
392,80.0,46978.0,0,11,0,1598,0
393,46978.0,80.0,0,10,0,5197,300
394,443.0,48285.0,0,2,0,41,0
395,48285.0,443.0,0,2,0,41,0
396,443.0,49719.0,0,2,0,41,0
397,49719.0,443.0,0,2,0,41,0
398,443.0,42465.0,0,2,0,41,0
399,42465.0,443.0,0,2,0,41,0
400,443.0,52374.0,0,2,0,41,0
401,52374.0,443.0,0,2,0,41,0
402,443.0,37269.0,0,2,0,41,0
403,37269.0,443.0,0,2,0,41,0
404,443.0,37267.0,0,2,0,41,0
405,37267.0,443.0,0,2,0,41,0
406,443.0,50328.0,0,2,0,41,0
407,443.0,48014.0,0,2,0,41,0
408,50328.0,443.0,0,2,0,41,0
409,48014.0,443.0,0,2,0,41,0
410,443.0,48599.0,0,2,0,41,0
411,48599.0,443.0,0,2,0,41,0
412,443.0,47992.0,0,2,0,41,0
413,47992.0,443.0,0,2,0,41,0
414,443.0,52604.0,0,2,0,41,0
415,52604.0,443.0,0,2,0,41,0
416,443.0,58430.0,0,2,0,41,0
417,58430.0,443.0,0,2,0,41,0
418,443.0,42021.0,0,2,0,41,0
419,42021.0,443.0,0,2,0,41,0
420,443.0,52580.0,0,2,0,41,0
421,52580.0,443.0,0,2,0,41,0
422,443.0,58803.0,0,3,0,31,0
423,57225.0,80.0,0,5,0,385,0
424,53.0,42698.0,0,1,0,37,0
425,53.0,53971.0,0,2,0,74,0
426,53.0,46301.0,0,2,0,94,0
427,53.0,48601.0,0,2,0,84,0
428,53.0,50990.0,0,1,0,42,0
429,53.0,42422.0,0,2,0,84,0
430,53.0,56276.0,0,1,0,42,0
431,46301.0,53.0,0,2,0,110,0
432,53971.0,53.0,0,2,0,90,0
433,42698.0,53.0,0,1,0,53,0
434,50990.0,53.0,0,1,0,58,0
435,48601.0,53.0,0,2,0,100,0
436,56276.0,53.0,0,1,0,58,0
437,42422.0,53.0,0,2,0,100,0
438,443.0,51786.0,0,10,0,1929,1144
439,51786.0,443.0,0,10,0,1452,2541
440,53.0,50423.0,0,2,0,82,0
441,53.0,56518.0,0,2,0,82,0
442,53.0,51056.0,0,2,0,94,0
443,53.0,38164.0,0,1,0,47,0
444,53.0,51252.0,0,2,0,86,0
445,53.0,34196.0,0,1,0,43,0
446,53.0,51516.0,0,2,0,82,0
447,53.0,54279.0,0,2,0,92,0
448,50423.0,53.0,0,2,0,98,0
449,51056.0,53.0,0,2,0,110,0
450,38164.0,53.0,0,1,0,63,0
451,53.0,49622.0,0,2,0,94,0
452,53.0,37671.0,0,1,0,46,0
453,53.0,41141.0,0,2,0,92,0
454,51252.0,53.0,0,2,0,102,0
455,34196.0,53.0,0,1,0,59,0
456,56518.0,53.0,0,2,0,98,0
457,53.0,44435.0,0,2,0,160,0
458,53.0,55507.0,0,1,0,80,0
459,53.0,36191.0,0,2,0,86,0
460,51516.0,53.0,0,2,0,98,0
461,54279.0,53.0,0,2,0,108,0
462,49622.0,53.0,0,2,0,110,0
463,53.0,46476.0,0,1,0,43,0
464,41141.0,53.0,0,2,0,108,0
465,37671.0,53.0,0,1,0,62,0
466,55507.0,53.0,0,1,0,96,0
467,44435.0,53.0,0,2,0,176,0
468,46476.0,53.0,0,1,0,59,0
469,36191.0,53.0,0,2,0,102,0
470,443.0,51784.0,0,9,0,1932,3706
471,51784.0,443.0,0,9,0,1107,4789
472,443.0,51785.0,0,8,0,635,5398
473,51785.0,443.0,0,6,0,150,0
474,53.0,47218.0,0,1,0,41,0
475,53.0,49199.0,0,2,0,96,0
476,47218.0,53.0,0,1,0,57,0
477,53.0,58407.0,0,2,0,76,0
478,53.0,59260.0,0,1,0,38,0
479,49199.0,53.0,0,2,0,112,0
480,58407.0,53.0,0,2,0,92,0
481,59260.0,53.0,0,1,0,54,0
482,42218.0,80.0,0,7,0,888,8254
483,53.0,36170.0,0,2,0,68,0
484,53.0,46502.0,0,2,0,78,0
485,53.0,35489.0,0,1,0,39,0
486,53.0,34652.0,0,2,0,64,0
487,36170.0,53.0,0,2,0,84,0
488,443.0,56700.0,0,2,0,41,0
489,56700.0,443.0,0,2,0,41,0
490,46502.0,53.0,0,2,0,94,0
491,35489.0,53.0,0,1,0,55,0
492,34652.0,53.0,0,2,0,80,0
493,80.0,45363.0,0,6,0,1298,0
494,45363.0,80.0,0,4,0,498,0
495,53.0,46776.0,0,2,0,90,0
496,53.0,41515.0,0,2,0,76,0
497,443.0,49719.0,0,3,0,489,0
498,49719.0,443.0,0,3,0,569,70
499,53.0,34854.0,0,1,0,45,0
500,443.0,52604.0,0,90,0,8837,2770
501,46776.0,53.0,0,2,0,106,0
502,41515.0,53.0,0,2,0,92,0
503,34854.0,53.0,0,1,0,61,0
504,52604.0,443.0,0,121,0,62908,800
505,53.0,60905.0,0,2,0,62,0
506,443.0,58430.0,0,25,0,527,1406
507,58430.0,443.0,0,31,0,33687,272
508,60905.0,53.0,0,2,0,78,0
509,53.0,56895.0,0,2,0,62,0
510,56895.0,53.0,0,2,0,78,0
511,443.0,58907.0,0,8,0,635,5646
512,58907.0,443.0,0,6,0,154,0
513,53.0,55956.0,0,2,0,66,0
514,55956.0,53.0,0,2,0,82,0
515,443.0,48285.0,0,2,0,41,0
516,48285.0,443.0,0,2,0,41,0
517,53.0,40086.0,0,2,0,70,0
518,53.0,49340.0,0,1,0,35,0
519,53.0,50000.0,0,2,0,60,0
520,40086.0,53.0,0,2,0,86,0
521,49340.0,53.0,0,1,0,51,0
522,50000.0,53.0,0,2,0,76,0
523,53.0,42842.0,0,2,0,70,0
524,42842.0,53.0,0,2,0,86,0
525,53.0,36563.0,0,2,0,62,0
526,53.0,45388.0,0,2,0,66,0
527,443.0,42465.0,0,2,0,41,0
528,42465.0,443.0,0,2,0,41,0
529,36563.0,53.0,0,2,0,78,0
530,53.0,49424.0,0,2,0,68,0
531,45388.0,53.0,0,2,0,82,0
532,53.0,59836.0,0,2,0,66,0
533,443.0,39676.0,0,13,0,851,3074
534,39676.0,443.0,0,13,0,4689,2318
535,80.0,48788.0,0,6,0,447,0
536,48788.0,80.0,0,6,0,859,164
537,49424.0,53.0,0,2,0,84,0
538,53.0,36551.0,0,1,0,33,0
539,59836.0,53.0,0,2,0,82,0
540,53.0,39118.0,0,2,0,72,0
541,36551.0,53.0,0,1,0,49,0
542,39118.0,53.0,0,2,0,88,0
543,80.0,42815.0,0,5,0,751,0
544,80.0,42816.0,0,5,0,751,0
545,42815.0,80.0,0,5,0,250,0
546,80.0,42817.0,0,5,0,751,0
547,42817.0,80.0,0,5,0,250,0
548,443.0,38484.0,0,13,0,846,2689
549,38484.0,443.0,0,13,0,5815,2536
550,53.0,58066.0,0,2,0,66,0
551,53.0,42322.0,0,2,0,62,0
552,53.0,35971.0,0,2,0,74,0
553,58066.0,53.0,0,2,0,82,0
554,42322.0,53.0,0,2,0,78,0
555,35971.0,53.0,0,2,0,90,0
556,80.0,41371.0,0,4,0,444,0
557,443.0,38491.0,0,8,0,1102,964
558,38491.0,443.0,0,8,0,960,954
559,53.0,44835.0,0,2,0,90,0
560,53.0,55093.0,0,2,0,88,0
561,53.0,41857.0,0,2,0,88,0
562,53.0,38693.0,0,2,0,60,0
563,53.0,56306.0,0,2,0,62,0
564,41371.0,80.0,0,3,0,746,0
565,53.0,55978.0,0,2,0,88,0
566,53.0,60941.0,0,2,0,88,0
567,443.0,38495.0,0,8,0,1165,660
568,38495.0,443.0,0,8,0,944,806
569,55093.0,53.0,0,2,0,104,0
570,41857.0,53.0,0,2,0,104,0
571,38693.0,53.0,0,2,0,76,0
572,80.0,35438.0,0,5,0,831,0
573,35438.0,80.0,0,5,0,146,0
574,56306.0,53.0,0,2,0,78,0
575,60941.0,53.0,0,2,0,104,0
576,55978.0,53.0,0,2,0,104,0
577,443.0,38494.0,0,8,0,1165,1083
578,38494.0,443.0,0,8,0,944,1520
579,44835.0,53.0,0,2,0,106,0
580,53.0,47686.0,0,2,0,66,0
581,53.0,56824.0,0,2,0,62,0
582,47686.0,53.0,0,2,0,82,0
583,80.0,42218.0,0,8,0,2576,18681
584,56824.0,53.0,0,2,0,78,0
585,443.0,47881.0,0,29,0,3284,1808
586,47881.0,443.0,0,41,0,31668,953
587,54382.0,80.0,0,5,0,172,0
588,80.0,42309.0,0,6,0,1250,8729
589,42309.0,80.0,0,5,0,936,8606
590,42310.0,80.0,0,5,0,936,8261
591,53.0,53542.0,0,2,0,62,0
592,53.0,36004.0,0,2,0,64,0
593,53542.0,53.0,0,2,0,78,0
594,36004.0,53.0,0,2,0,80,0
595,443.0,49241.0,0,11,0,809,1075
596,49241.0,443.0,0,10,0,3960,1183
597,443.0,33209.0,0,16,0,1594,12464
598,33209.0,443.0,0,15,0,5767,10858
599,53.0,40253.0,0,2,0,62,0
600,53.0,40660.0,0,2,0,74,0
601,40253.0,53.0,0,2,0,78,0
602,53.0,44319.0,0,2,0,92,0
603,40660.0,53.0,0,2,0,90,0
604,44319.0,53.0,0,2,0,108,0
605,443.0,42021.0,0,21,0,7645,12221
606,42021.0,443.0,0,30,0,3141,10884
607,53.0,33595.0,0,2,0,78,0
608,53.0,42563.0,0,1,0,39,0
609,443.0,43115.0,0,6,0,862,0
610,52869.0,80.0,0,5,0,248,0
611,43115.0,443.0,0,6,0,557,12
612,80.0,57225.0,0,5,0,1001,0
613,53.0,39913.0,0,2,0,66,0
614,39913.0,53.0,0,2,0,82,9
615,42563.0,53.0,0,1,0,55,0
616,33595.0,53.0,0,2,0,94,0
617,53.0,56755.0,0,2,0,62,0
618,53.0,46209.0,0,2,0,66,0
619,56755.0,53.0,0,2,0,78,0
620,46209.0,53.0,0,2,0,82,0
621,53.0,57001.0,0,2,0,66,0
622,443.0,37455.0,0,88,0,3094,8908
623,37455.0,443.0,0,118,0,53925,770
624,443.0,52374.0,0,37,0,8568,6588
625,52374.0,443.0,0,37,0,21930,7008
626,57001.0,53.0,0,2,0,82,0
627,53.0,57788.0,0,2,0,66,0
628,53.0,59616.0,0,2,0,62,0
629,53.0,33008.0,0,2,0,66,0
630,57788.0,53.0,0,2,0,82,0
631,59616.0,53.0,0,2,0,78,0
632,443.0,56495.0,0,56,0,3288,9973
633,56495.0,443.0,0,91,0,27406,8248
634,53.0,46199.0,0,2,0,58,0
635,53.0,35555.0,0,2,0,66,0
636,53.0,35463.0,0,2,0,66,0
637,33008.0,53.0,0,2,0,82,0
638,46199.0,53.0,0,2,0,74,0
639,53.0,58026.0,0,2,0,48,0
640,35555.0,53.0,0,2,0,82,0
641,53.0,56390.0,0,2,0,74,0
642,35463.0,53.0,0,2,0,82,0
643,53.0,40322.0,0,2,0,78,0
644,58026.0,53.0,0,2,0,64,0
645,53.0,38722.0,0,2,0,64,0
646,56390.0,53.0,0,2,0,90,0
647,53.0,44192.0,0,2,0,72,0
648,40322.0,53.0,0,2,0,94,0
