,0,1,2,3,4,5,6,7,8,9
0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,64.0,10.0,8.0,113.0,5.0,90.0,5.0,0.0,0.0,0.0
5,21.0,12.0,46.0,62.0,46.0,0.0,0.0,0.0,0.0,0.0
6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23.0,20.0,8.0,60.0,75.0,83.0,7.0,97.0,5.0,5.0
9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,23.0,20.0,8.0,105.0,5.0,0.0,0.0,0.0,0.0,0.0
16,62.0,182.0,182.0,67.0,43.0,64.0,0.0,0.0,0.0,0.0
17,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,64.0,10.0,8.0,72.0,63.0,5.0,5.0,0.0,0.0,0.0
19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,21.0,7.0,46.0,182.0,182.0,70.0,182.0,182.0,133.0,182.0
21,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,64.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,62.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,62.0,182.0,182.0,144.0,182.0,182.0,59.0,45.0,62.0,182.0
42,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,62.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,62.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,24.0,20.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,62.0,182.0,182.0,70.0,76.0,42.0,32.0,62.0,89.0,62.0
53,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,64.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,18.0,62.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,62.0,182.0,182.0,70.0,86.0,32.0,69.0,0.0,0.0,0.0
79,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,71.0,73.0,72.0,70.0,71.0,84.0,80.0,84.0,85.0,132.0
83,101.0,182.0,42.0,62.0,182.0,182.0,182.0,182.0,182.0,182.0
84,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,25.0,20.0,8.0,122.0,120.0,121.0,121.0,121.0,121.0,122.0
96,62.0,182.0,182.0,39.0,45.0,78.0,62.0,182.0,182.0,70.0
97,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,182.0,182.0,133.0,182.0,182.0,133.0,180.0,83.0,151.0,182.0
99,24.0,20.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
100,174.0,62.0,165.0,39.0,182.0,182.0,133.0,182.0,182.0,70.0
101,62.0,182.0,182.0,144.0,146.0,62.0,69.0,62.0,182.0,182.0
102,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,24.0,20.0,8.0,58.0,61.0,55.0,60.0,5.0,61.0,5.0
105,62.0,182.0,182.0,16.0,45.0,62.0,182.0,182.0,70.0,182.0
106,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
107,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
109,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
110,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
111,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
112,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
116,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,93.0,62.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,62.0,182.0,182.0,70.0,182.0,182.0,133.0,182.0,182.0,133.0
119,86.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,23.0,20.0,8.0,61.0,112.0,0.0,0.0,0.0,0.0,0.0
124,174.0,182.0,45.0,32.0,7.0,5.0,65.0,67.0,182.0,182.0
125,24.0,20.0,8.0,70.0,5.0,97.0,58.0,5.0,5.0,0.0
126,62.0,182.0,109.0,62.0,50.0,45.0,62.0,0.0,49.0,9.0
127,24.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
