,0,1,2,3,4,5,6,7,8,9
0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,23.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,182.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,10.0,13.0,1.0,11.0,10.0,15.0,6.0,0.0,0.0,0.0
26,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,14.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10.0,8.0,9.0,14.0,11.0,16.0,15.0,13.0,2.0,176.0
35,27.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,176.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
